strategy,run,grid_size,grid_label,pattern_diversity,pattern_richness,pattern_evenness,unique_patterns,total_transitions,unique_transitions,connectivity_ratio,vertical_stratification,layer_density_variation,average_layer_density,average_kl_divergence,max_kl_divergence,uniform_kl_divergence
random_walk,90,10,10×10×10,3.9237894455172895,86,0.8808898778093789,88,2700,351,0.09169278996865204,0.03523035230352303,0.3249369169546606,0.22400000000000003,17.183463997762004,20.540065337190388,1.6248590642001268
random_walk,91,10,10×10×10,3.8361044481867355,84,0.8657781673997827,86,2700,340,0.09302325581395349,0.03523035230352303,0.316842232033547,0.211,17.18820670078611,20.658437780224443,1.631129962636859
random_walk,92,10,10×10×10,3.913146918502881,82,0.8879955129731062,84,2700,332,0.09523809523809523,0.1655982905982906,0.27023878330099105,0.391,13.652000508394588,20.757058882522074,1.4588207864768754
random_walk,93,10,10×10×10,3.7818317428703887,81,0.8605929002157917,83,2700,331,0.09726711724948575,0.06432748538011696,0.31048993542464465,0.246,15.888371647379305,20.834729980146363,1.6017563888854511
random_walk,94,10,10×10×10,3.6008982815401267,70,0.8475702752118773,72,2700,269,0.10524256651017215,0.0,0.31699211346656564,0.174,20.234671659256467,20.582317566836867,1.5546873807765846
random_walk,95,10,10×10×10,3.603232405541613,69,0.851001835128459,71,2700,273,0.10985915492957747,0.0,0.31699211346656564,0.174,20.225709501594956,20.564393247509688,1.5535779598799007
random_walk,96,10,10×10×10,4.131556663011806,91,0.9159133989970063,93,2700,413,0.09654043945769052,0.13055555555555556,0.3509073951913809,0.392,13.228504408413482,20.049445891152,1.4609439449919333
random_walk,97,10,10×10×10,4.083769935802026,90,0.9075428151391782,92,2700,390,0.09316770186335403,0.07158797275076345,0.338088745745847,0.296,15.256905633615315,20.4171261638877,1.5157780657246338
random_walk,98,10,10×10×10,3.923514742538679,81,0.8928342562268504,83,2700,330,0.0969732588892154,0.1237891737891738,0.2931620712165883,0.346,14.367497754188458,20.690766231223268,1.4844089649337107
random_walk,99,10,10×10×10,3.751949864293661,75,0.8690122046961617,77,2700,299,0.10218728639781272,0.0,0.3195559418943732,0.178,20.110216010472165,20.40236536622387,1.5143919464010356
random_walk,100,10,10×10×10,3.886618572021587,81,0.884438170797608,83,2700,336,0.0987364090508375,0.03418803418803419,0.3249369169546606,0.22400000000000003,16.93439497083809,20.519220514376023,1.6201082528613195
random_walk,101,10,10×10×10,2.5356591179017722,53,0.6386581070390819,55,2700,178,0.11986531986531987,0.0,0.29850293130889016,0.13399999999999998,20.779666581923554,21.53055099656734,1.7404274529381258
random_walk,102,10,10×10×10,3.9173844401542075,82,0.8889571176076554,84,2700,332,0.09523809523809523,0.157977207977208,0.27023878330099105,0.391,13.906308532832071,20.75182639706974,1.465868361074435
random_walk,103,10,10×10×10,3.631513597159754,76,0.8385447248339822,78,2700,299,0.09956709956709957,0.06606606606606608,0.3075646273549675,0.238,16.021126794999574,20.985094834343364,1.6856977454916406
random_walk,104,10,10×10×10,3.476761778767434,69,0.8211323392532699,71,2700,261,0.10503018108651911,0.0,0.3116151472569971,0.166,20.296637790209367,20.718996486283093,1.592438650374061
random_walk,105,10,10×10×10,3.6111996145135663,70,0.8499949767559634,72,2700,278,0.10876369327073553,0.0,0.31699211346656564,0.174,20.225709499592874,20.564393247509688,1.5487126076758884
random_walk,106,10,10×10×10,3.941510997502776,85,0.8871979297822624,87,2700,349,0.09329056402031542,0.16585365853658537,0.27023878330099105,0.391,13.77424714650938,20.743195930991686,1.4732157177301988
random_walk,107,10,10×10×10,3.509423599440802,77,0.8079145492532637,79,2700,311,0.10094125283998702,0.03303303303303304,0.30518191296339964,0.188,17.54174145324772,21.071368594177745,1.6879705527639135
random_walk,108,10,10×10×10,4.145711747475453,94,0.9124901522247466,96,2700,411,0.09013157894736842,0.11720191952750092,0.33543404716873926,0.362,13.951614695247496,20.201728046024392,1.4807196629659076
random_walk,109,10,10×10×10,2.618351901726166,53,0.659485992148016,55,2700,178,0.11986531986531987,0.0,0.29850293130889016,0.13399999999999998,20.72426241687756,21.41974266647535,1.703491342940705
random_walk,110,10,10×10×10,4.0748788936628975,91,0.903348660665647,93,2700,395,0.09233286582515195,0.2013162988772745,0.2869773510226896,0.47800000000000004,12.614614368221437,20.220823474867178,1.431436888685456
random_walk,111,10,10×10×10,4.086017836477719,92,0.903628678531514,94,2700,389,0.0889956531686113,0.03968253968253968,0.3402410909928429,0.246,16.560785496244776,20.288122409834223,1.580343280228844
random_walk,112,10,10×10×10,3.988543104113651,88,0.8908293633876369,90,2700,366,0.09138576779026217,0.07497741644083107,0.32509075655884156,0.274,15.367415509953862,20.510590044309012,1.551898132856293
random_walk,113,10,10×10×10,3.4557901238356257,72,0.8080570303277986,74,2700,269,0.09959274342835987,0.0,0.3116151472569971,0.166,20.312503932751625,20.781535316598944,1.623571019222653
random_walk,114,10,10×10×10,4.080851587471587,90,0.906894265857265,92,2700,404,0.0965121834687052,0.1984126984126984,0.29013100489261745,0.492,12.42751772426753,20.206670490813305,1.4067329084069946
random_walk,115,10,10×10×10,3.465820010498419,71,0.8130612925369406,73,2700,270,0.10273972602739725,0.0,0.3116151472569971,0.166,20.3126509276785,20.75102276523761,1.609682773980473
random_walk,116,10,10×10×10,3.5204532024646378,68,0.8343279473446789,70,2700,251,0.10393374741200828,0.130718954248366,0.26688761679778256,0.259,15.700182208682355,21.41974266647535,1.496289462754675
random_walk,117,10,10×10×10,3.8282315264419378,76,0.883968424199683,78,2700,300,0.0999000999000999,0.0,0.32756068140117184,0.188,20.064294663200155,20.338341698439702,1.5019271920129
random_walk,118,10,10×10×10,3.870125631140881,83,0.8758237679613143,85,2700,337,0.09439775910364145,0.03333333333333333,0.3249369169546606,0.22400000000000003,17.08974232068529,20.613450972827554,1.6360022975609967
random_walk,119,10,10×10×10,4.002326768980189,88,0.8939079043680621,90,2700,373,0.09313358302122347,0.18084268937927475,0.27565195446432084,0.42400000000000004,13.4501868921691,20.531434871144928,1.4713068487262142
random_walk,120,11,11×11×11,4.032912517948313,91,0.894045250605113,93,3630,396,0.09256661991584852,0.10714285714285714,0.3232138459828919,0.30879038317054847,13.715514436720005,20.44223933936534,1.5326017930949891
random_walk,121,11,11×11×11,4.045142863262193,94,0.8903544799796338,96,3630,412,0.09035087719298246,0.03809523809523809,0.32543120595423786,0.21712997746055596,16.385690296108947,20.34255245994635,1.6105324251097617
random_walk,122,11,11×11×11,3.990384019467378,91,0.8846172250992212,93,3630,380,0.08882655446470314,0.09846723044397462,0.30679597445329554,0.2764838467317806,14.293971550080155,20.673271536966976,1.5234878749619283
random_walk,123,11,11×11×11,3.406965984785961,68,0.80743210413068,70,3630,252,0.10434782608695652,0.1449197860962567,0.25703532387855604,0.2291510142749812,15.376486018713804,21.632084229907413,1.4894551271346284
random_walk,124,11,11×11×11,2.3225765562967955,53,0.5849888640099623,55,3630,181,0.12188552188552189,0.0,0.2858868819661835,0.11645379413974455,20.849199535743352,21.669616904206933,1.7867827554429345
random_walk,125,11,11×11×11,3.35910960453508,76,0.7756445249785314,78,3630,303,0.1008991008991009,0.02702702702702703,0.292775723335092,0.16453794139744551,17.747422502012896,21.159420385495302,1.806363581705035
